,pge_ecr,sce_ecr,sdge_ecr
1162,0.0339,0.0505,0.0513
1163,0.0283,0.0491,0.05
1164,0.0296,0.048,0.0488
1165,0.0287,0.0447,0.0456
1166,0.0301,0.0454,0.0466
1167,0.0321,0.0482,0.0493
1168,0.0426,0.0542,0.0554
1169,0.0628,0.0583,0.0595
1170,0.0615,0.0618,0.0615
1171,0.0631,0.0687,0.063
1172,0.0631,0.0673,0.0615
1173,0.062,0.0646,0.0604
1174,0.0605,0.0595,0.0577
1175,0.0586,0.0545,0.0551
1176,0.0577,0.0519,0.0535
1177,0.0559,0.0495,0.0513
1178,0.0559,0.0482,0.0501
1179,0.055,0.0468,0.0486
1180,0.0547,0.0465,0.0483
1181,0.0555,0.0468,0.0486
1182,0.0566,0.0489,0.0508
1183,0.0573,0.056,0.0579
1184,0.0609,0.0568,0.0585
1185,0.0495,0.0551,0.0556
1186,0.0339,0.0505,0.0513
1187,0.0283,0.0491,0.05
1188,0.0296,0.048,0.0488
1189,0.0287,0.0447,0.0456
1190,0.0301,0.0454,0.0466
1191,0.0321,0.0482,0.0493
1192,0.0426,0.0542,0.0554
1193,0.0628,0.0583,0.0595
1194,0.0615,0.0618,0.0615
1195,0.0631,0.0687,0.063
1196,0.0631,0.0673,0.0615
1197,0.062,0.0646,0.0604
1198,0.0605,0.0595,0.0577
1199,0.0586,0.0545,0.0551
1200,0.0577,0.0519,0.0535
1201,0.0559,0.0495,0.0513
1202,0.0559,0.0482,0.0501
1203,0.055,0.0468,0.0486
1204,0.0547,0.0465,0.0483
1205,0.0555,0.0468,0.0486
1206,0.0566,0.0489,0.0508
1207,0.0573,0.056,0.0579
1208,0.0609,0.0568,0.0585
1209,0.0495,0.0551,0.0556
1210,0.0339,0.0505,0.0513
1211,0.0283,0.0491,0.05
1212,0.0296,0.048,0.0488
1213,0.0287,0.0447,0.0456
1214,0.0301,0.0454,0.0466
1215,0.0321,0.0482,0.0493
1216,0.0426,0.0542,0.0554
1217,0.0628,0.0583,0.0595
1218,0.0615,0.0618,0.0615
1219,0.0631,0.0687,0.063
1220,0.0631,0.0673,0.0615
1221,0.062,0.0646,0.0604
1222,0.0605,0.0595,0.0577
1223,0.0586,0.0545,0.0551
1224,0.0577,0.0519,0.0535
1225,0.0559,0.0495,0.0513
1226,0.0559,0.0482,0.0501
1227,0.055,0.0468,0.0486
1228,0.0547,0.0465,0.0483
1229,0.0555,0.0468,0.0486
1230,0.0566,0.0489,0.0508
1231,0.0573,0.056,0.0579
1232,0.0609,0.0568,0.0585
1233,0.0495,0.0551,0.0556
1234,0.0339,0.0505,0.0513
1235,0.0283,0.0491,0.05
1236,0.0296,0.048,0.0488
1237,0.0287,0.0447,0.0456
1238,0.0301,0.0454,0.0466
1239,0.0321,0.0482,0.0493
1240,0.0426,0.0542,0.0554
1241,0.0628,0.0583,0.0595
1242,0.0615,0.0618,0.0615
1243,0.0631,0.0687,0.063
1244,0.0631,0.0673,0.0615
1245,0.062,0.0646,0.0604
1246,0.0605,0.0595,0.0577
1247,0.0586,0.0545,0.0551
1248,0.0577,0.0519,0.0535
1249,0.0559,0.0495,0.0513
1250,0.0559,0.0482,0.0501
1251,0.055,0.0468,0.0486
1252,0.0547,0.0465,0.0483
1253,0.0555,0.0468,0.0486
1254,0.0566,0.0489,0.0508
1255,0.0573,0.056,0.0579
1256,0.0609,0.0568,0.0585
1257,0.0495,0.0551,0.0556
1258,0.0339,0.0505,0.0513
1259,0.0283,0.0491,0.05
1260,0.0296,0.048,0.0488
1261,0.0287,0.0447,0.0456
1262,0.0301,0.0454,0.0466
1263,0.0321,0.0482,0.0493
1264,0.0426,0.0542,0.0554
1265,0.0628,0.0583,0.0595
1266,0.0615,0.0618,0.0615
1267,0.0631,0.0687,0.063
1268,0.0631,0.0673,0.0615
1269,0.062,0.0646,0.0604
1270,0.0605,0.0595,0.0577
1271,0.0586,0.0545,0.0551
1272,0.0577,0.0519,0.0535
1273,0.0559,0.0495,0.0513
1274,0.0559,0.0482,0.0501
1275,0.055,0.0468,0.0486
1276,0.0547,0.0465,0.0483
1277,0.0555,0.0468,0.0486
1278,0.0566,0.0489,0.0508
1279,0.0573,0.056,0.0579
1280,0.0609,0.0568,0.0585
1281,0.0495,0.0551,0.0556
1282,0.0339,0.0505,0.0513
1283,0.0283,0.0491,0.05
1284,0.0296,0.048,0.0488
1285,0.0287,0.0447,0.0456
1286,0.0301,0.0454,0.0466
1287,0.0321,0.0482,0.0493
1288,0.0426,0.0542,0.0554
1289,0.0628,0.0583,0.0595
1290,0.0615,0.0618,0.0615
1291,0.0631,0.0687,0.063
1292,0.0631,0.0673,0.0615
1293,0.062,0.0646,0.0604
1294,0.0605,0.0595,0.0577
1295,0.0586,0.0545,0.0551
1296,0.0577,0.0519,0.0535
1297,0.0559,0.0495,0.0513
1298,0.0559,0.0482,0.0501
1299,0.055,0.0468,0.0486
1300,0.0547,0.0465,0.0483
1301,0.0555,0.0468,0.0486
1302,0.0566,0.0489,0.0508
1303,0.0573,0.056,0.0579
1304,0.0609,0.0568,0.0585
1305,0.0495,0.0551,0.0556
1306,0.0339,0.0505,0.0513
1307,0.0283,0.0491,0.05
1308,0.0296,0.048,0.0488
1309,0.0287,0.0447,0.0456
1310,0.0301,0.0454,0.0466
1311,0.0321,0.0482,0.0493
1312,0.0426,0.0542,0.0554
1313,0.0628,0.0583,0.0595
1314,0.0615,0.0618,0.0615
1315,0.0631,0.0687,0.063
1316,0.0631,0.0673,0.0615
1317,0.062,0.0646,0.0604
1318,0.0605,0.0595,0.0577
1319,0.0586,0.0545,0.0551
1320,0.0577,0.0519,0.0535
1321,0.0559,0.0495,0.0513
1322,0.0559,0.0482,0.0501
1323,0.055,0.0468,0.0486
1324,0.0547,0.0465,0.0483
1325,0.0555,0.0468,0.0486
1326,0.0566,0.0489,0.0508
1327,0.0573,0.056,0.0579
1328,0.0609,0.0568,0.0585
1329,0.0495,0.0551,0.0556
1330,0.0339,0.0505,0.0513
1331,0.0283,0.0491,0.05
1332,0.0296,0.048,0.0488
1333,0.0287,0.0447,0.0456
1334,0.0301,0.0454,0.0466
1335,0.0321,0.0482,0.0493
1336,0.0426,0.0542,0.0554
1337,0.0628,0.0583,0.0595
1338,0.0615,0.0618,0.0615
1339,0.0631,0.0687,0.063
1340,0.0631,0.0673,0.0615
1341,0.062,0.0646,0.0604
1342,0.0605,0.0595,0.0577
1343,0.0586,0.0545,0.0551
1344,0.0577,0.0519,0.0535
1345,0.0559,0.0495,0.0513
1346,0.0559,0.0482,0.0501
1347,0.055,0.0468,0.0486
1348,0.0547,0.0465,0.0483
1349,0.0555,0.0468,0.0486
1350,0.0566,0.0489,0.0508
1351,0.0573,0.056,0.0579
1352,0.0609,0.0568,0.0585
1353,0.0495,0.0551,0.0556
1354,0.0339,0.0505,0.0513
1355,0.0283,0.0491,0.05
1356,0.0296,0.048,0.0488
1357,0.0287,0.0447,0.0456
1358,0.0301,0.0454,0.0466
1359,0.0321,0.0482,0.0493
1360,0.0426,0.0542,0.0554
1361,0.0628,0.0583,0.0595
1362,0.0615,0.0618,0.0615
1363,0.0631,0.0687,0.063
1364,0.0631,0.0673,0.0615
1365,0.062,0.0646,0.0604
1366,0.0605,0.0595,0.0577
1367,0.0586,0.0545,0.0551
1368,0.0577,0.0519,0.0535
1369,0.0559,0.0495,0.0513
1370,0.0559,0.0482,0.0501
1371,0.055,0.0468,0.0486
1372,0.0547,0.0465,0.0483
1373,0.0555,0.0468,0.0486
1374,0.0566,0.0489,0.0508
1375,0.0573,0.056,0.0579
1376,0.0609,0.0568,0.0585
1377,0.0495,0.0551,0.0556
1378,0.0339,0.0505,0.0513
1379,0.0283,0.0491,0.05
1380,0.0296,0.048,0.0488
1381,0.0287,0.0447,0.0456
1382,0.0301,0.0454,0.0466
1383,0.0321,0.0482,0.0493
1384,0.0426,0.0542,0.0554
1385,0.0628,0.0583,0.0595
1386,0.0615,0.0618,0.0615
1387,0.0631,0.0687,0.063
1388,0.0631,0.0673,0.0615
1389,0.062,0.0646,0.0604
1390,0.0605,0.0595,0.0577
1391,0.0586,0.0545,0.0551
1392,0.0577,0.0519,0.0535
1393,0.0559,0.0495,0.0513
1394,0.0559,0.0482,0.0501
1395,0.055,0.0468,0.0486
1396,0.0547,0.0465,0.0483
1397,0.0555,0.0468,0.0486
1398,0.0566,0.0489,0.0508
1399,0.0573,0.056,0.0579
1400,0.0609,0.0568,0.0585
1401,0.0495,0.0551,0.0556
1402,0.0339,0.0505,0.0513
1403,0.0283,0.0491,0.05
1404,0.0296,0.048,0.0488
1405,0.0287,0.0447,0.0456
1406,0.0301,0.0454,0.0466
1407,0.0321,0.0482,0.0493
1408,0.0426,0.0542,0.0554
1409,0.0628,0.0583,0.0595
1410,0.0615,0.0618,0.0615
1411,0.0631,0.0687,0.063
1412,0.0631,0.0673,0.0615
1413,0.062,0.0646,0.0604
1414,0.0605,0.0595,0.0577
1415,0.0586,0.0545,0.0551
1416,0.0577,0.0519,0.0535
1417,0.0514,0.0539,0.0558
1418,0.048,0.054,0.056
1419,0.0497,0.0537,0.0558
1420,0.0504,0.053,0.055
1421,0.0498,0.0527,0.0548
1422,0.0524,0.0526,0.0546
1423,0.0526,0.0532,0.0551
1424,0.0529,0.0524,0.054
1425,0.047,0.0395,0.0403
1426,0.0267,0.0265,0.0267
1427,0.0171,0.0245,0.0246
1428,0.0185,0.0247,0.0249
1429,0.0175,0.0249,0.025
1430,0.0182,0.0261,0.0265
1431,0.0172,0.026,0.0263
1432,0.022,0.0353,0.036
1433,0.0342,0.0578,0.0592
1434,0.0555,0.0621,0.0625
1435,0.0652,0.0687,0.0645
1436,0.0748,0.069,0.0644
1437,0.0741,0.0667,0.0639
1438,0.0644,0.0638,0.0623
1439,0.0561,0.0592,0.0601
1440,0.0504,0.0585,0.0605
1441,0.0514,0.0539,0.0558
1442,0.048,0.054,0.056
1443,0.0497,0.0537,0.0558
1444,0.0504,0.053,0.055
1445,0.0498,0.0527,0.0548
1446,0.0524,0.0526,0.0546
1447,0.0526,0.0532,0.0551
1448,0.0529,0.0524,0.054
1449,0.047,0.0395,0.0403
1450,0.0267,0.0265,0.0267
1451,0.0171,0.0245,0.0246
1452,0.0185,0.0247,0.0249
1453,0.0175,0.0249,0.025
1454,0.0182,0.0261,0.0265
1455,0.0172,0.026,0.0263
1456,0.022,0.0353,0.036
1457,0.0342,0.0578,0.0592
1458,0.0555,0.0621,0.0625
1459,0.0652,0.0687,0.0645
1460,0.0748,0.069,0.0644
1461,0.0741,0.0667,0.0639
1462,0.0644,0.0638,0.0623
1463,0.0561,0.0592,0.0601
1464,0.0504,0.0585,0.0605
1465,0.0514,0.0539,0.0558
1466,0.048,0.054,0.056
1467,0.0497,0.0537,0.0558
1468,0.0504,0.053,0.055
1469,0.0498,0.0527,0.0548
1470,0.0524,0.0526,0.0546
1471,0.0526,0.0532,0.0551
1472,0.0529,0.0524,0.054
1473,0.047,0.0395,0.0403
1474,0.0267,0.0265,0.0267
1475,0.0171,0.0245,0.0246
1476,0.0185,0.0247,0.0249
1477,0.0175,0.0249,0.025
1478,0.0182,0.0261,0.0265
1479,0.0172,0.026,0.0263
1480,0.022,0.0353,0.036
1481,0.0342,0.0578,0.0592
1482,0.0555,0.0621,0.0625
1483,0.0652,0.0687,0.0645
1484,0.0748,0.069,0.0644
1485,0.0741,0.0667,0.0639
1486,0.0644,0.0638,0.0623
1487,0.0561,0.0592,0.0601
1488,0.0504,0.0585,0.0605
1489,0.0514,0.0539,0.0558
1490,0.048,0.054,0.056
1491,0.0497,0.0537,0.0558
1492,0.0504,0.053,0.055
1493,0.0498,0.0527,0.0548
1494,0.0524,0.0526,0.0546
1495,0.0526,0.0532,0.0551
1496,0.0529,0.0524,0.054
1497,0.047,0.0395,0.0403
1498,0.0267,0.0265,0.0267
1499,0.0171,0.0245,0.0246
1500,0.0185,0.0247,0.0249
1501,0.0175,0.0249,0.025
1502,0.0182,0.0261,0.0265
1503,0.0172,0.026,0.0263
1504,0.022,0.0353,0.036
1505,0.0342,0.0578,0.0592
1506,0.0555,0.0621,0.0625
1507,0.0652,0.0687,0.0645
1508,0.0748,0.069,0.0644
1509,0.0741,0.0667,0.0639
1510,0.0644,0.0638,0.0623
1511,0.0561,0.0592,0.0601
1512,0.0504,0.0585,0.0605
1513,0.0514,0.0539,0.0558
1514,0.048,0.054,0.056
1515,0.0497,0.0537,0.0558
1516,0.0504,0.053,0.055
1517,0.0498,0.0527,0.0548
1518,0.0524,0.0526,0.0546
1519,0.0526,0.0532,0.0551
1520,0.0529,0.0524,0.054
1521,0.047,0.0395,0.0403
1522,0.0267,0.0265,0.0267
1523,0.0171,0.0245,0.0246
1524,0.0185,0.0247,0.0249
1525,0.0175,0.0249,0.025
1526,0.0182,0.0261,0.0265
1527,0.0172,0.026,0.0263
1528,0.022,0.0353,0.036
1529,0.0342,0.0578,0.0592
1530,0.0555,0.0621,0.0625
1531,0.0652,0.0687,0.0645
1532,0.0748,0.069,0.0644
1533,0.0741,0.0667,0.0639
1534,0.0644,0.0638,0.0623
1535,0.0561,0.0592,0.0601
1536,0.0504,0.0585,0.0605
1537,0.0514,0.0539,0.0558
1538,0.048,0.054,0.056
1539,0.0497,0.0537,0.0558
1540,0.0504,0.053,0.055
1541,0.0498,0.0527,0.0548
1542,0.0524,0.0526,0.0546
1543,0.0526,0.0532,0.0551
1544,0.0529,0.0524,0.054
1545,0.047,0.0395,0.0403
1546,0.0267,0.0265,0.0267
1547,0.0171,0.0245,0.0246
1548,0.0185,0.0247,0.0249
1549,0.0175,0.0249,0.025
1550,0.0182,0.0261,0.0265
1551,0.0172,0.026,0.0263
1552,0.022,0.0353,0.036
1553,0.0342,0.0578,0.0592
1554,0.0555,0.0621,0.0625
1555,0.0652,0.0687,0.0645
1556,0.0748,0.069,0.0644
1557,0.0741,0.0667,0.0639
1558,0.0644,0.0638,0.0623
1559,0.0561,0.0592,0.0601
1560,0.0504,0.0585,0.0605
1561,0.0514,0.0539,0.0558
1562,0.048,0.054,0.056
1563,0.0497,0.0537,0.0558
1564,0.0504,0.053,0.055
1565,0.0498,0.0527,0.0548
1566,0.0524,0.0526,0.0546
1567,0.0526,0.0532,0.0551
1568,0.0529,0.0524,0.054
1569,0.047,0.0395,0.0403
1570,0.0267,0.0265,0.0267
1571,0.0171,0.0245,0.0246
1572,0.0185,0.0247,0.0249
1573,0.0175,0.0249,0.025
1574,0.0182,0.0261,0.0265
1575,0.0172,0.026,0.0263
1576,0.022,0.0353,0.036
1577,0.0342,0.0578,0.0592
1578,0.0555,0.0621,0.0625
1579,0.0652,0.0687,0.0645
1580,0.0748,0.069,0.0644
1581,0.0741,0.0667,0.0639
1582,0.0644,0.0638,0.0623
1583,0.0561,0.0592,0.0601
1584,0.0504,0.0585,0.0605
1585,0.0514,0.0539,0.0558
1586,0.048,0.054,0.056
1587,0.0497,0.0537,0.0558
1588,0.0504,0.053,0.055
1589,0.0498,0.0527,0.0548
1590,0.0524,0.0526,0.0546
1591,0.0526,0.0532,0.0551
1592,0.0529,0.0524,0.054
1593,0.047,0.0395,0.0403
1594,0.0267,0.0265,0.0267
1595,0.0171,0.0245,0.0246
1596,0.0185,0.0247,0.0249
1597,0.0175,0.0249,0.025
1598,0.0182,0.0261,0.0265
1599,0.0172,0.026,0.0263
1600,0.022,0.0353,0.036
1601,0.0342,0.0578,0.0592
1602,0.0555,0.0621,0.0625
1603,0.0652,0.0687,0.0645
1604,0.0748,0.069,0.0644
1605,0.0741,0.0667,0.0639
1606,0.0644,0.0638,0.0623
1607,0.0561,0.0592,0.0601
1608,0.0504,0.0585,0.0605
1609,0.0514,0.0539,0.0558
1610,0.048,0.054,0.056
1611,0.0497,0.0537,0.0558
1612,0.0504,0.053,0.055
1613,0.0498,0.0527,0.0548
1614,0.0524,0.0526,0.0546
1615,0.0526,0.0532,0.0551
1616,0.0529,0.0524,0.054
1617,0.047,0.0395,0.0403
1618,0.0267,0.0265,0.0267
1619,0.0171,0.0245,0.0246
1620,0.0185,0.0247,0.0249
1621,0.0175,0.0249,0.025
1622,0.0182,0.0261,0.0265
1623,0.0172,0.026,0.0263
1624,0.022,0.0353,0.036
1625,0.0342,0.0578,0.0592
1626,0.0555,0.0621,0.0625
1627,0.0652,0.0687,0.0645
1628,0.0748,0.069,0.0644
1629,0.0741,0.0667,0.0639
1630,0.0644,0.0638,0.0623
1631,0.0561,0.0592,0.0601
1632,0.0504,0.0585,0.0605
1633,0.0514,0.0539,0.0558
1634,0.048,0.054,0.056
1635,0.0497,0.0537,0.0558
1636,0.0504,0.053,0.055
1637,0.0498,0.0527,0.0548
1638,0.0524,0.0526,0.0546
1639,0.0526,0.0532,0.0551
1640,0.0529,0.0524,0.054
1641,0.047,0.0395,0.0403
1642,0.0267,0.0265,0.0267
1643,0.0171,0.0245,0.0246
1644,0.0185,0.0247,0.0249
1645,0.0175,0.0249,0.025
1646,0.0182,0.0261,0.0265
1647,0.0172,0.026,0.0263
1648,0.022,0.0353,0.036
1649,0.0342,0.0578,0.0592
1650,0.0555,0.0621,0.0625
1651,0.0652,0.0687,0.0645
1652,0.0748,0.069,0.0644
1653,0.0741,0.0667,0.0639
1654,0.0644,0.0638,0.0623
1655,0.0561,0.0592,0.0601
1656,0.0504,0.0585,0.0605
1657,0.0514,0.0539,0.0558
1658,0.048,0.054,0.056
1659,0.0497,0.0537,0.0558
1660,0.0504,0.053,0.055
1661,0.0498,0.0527,0.0548
1662,0.0524,0.0526,0.0546
1663,0.0526,0.0532,0.0551
1664,0.0529,0.0524,0.054
1665,0.047,0.0395,0.0403
1666,0.0267,0.0265,0.0267
1667,0.0171,0.0245,0.0246
1668,0.0185,0.0247,0.0249
1669,0.0175,0.0249,0.025
1670,0.0182,0.0261,0.0265
1671,0.0172,0.026,0.0263
1672,0.022,0.0353,0.036
1673,0.0342,0.0578,0.0592
1674,0.0555,0.0621,0.0625
1675,0.0652,0.0687,0.0645
1676,0.0748,0.069,0.0644
1677,0.0741,0.0667,0.0639
1678,0.0644,0.0638,0.0623
1679,0.0561,0.0592,0.0601
1680,0.0504,0.0585,0.0605
1681,0.0514,0.0539,0.0558
1682,0.048,0.054,0.056
1683,0.0497,0.0537,0.0558
1684,0.0504,0.053,0.055
1685,0.0498,0.0527,0.0548
1686,0.0524,0.0526,0.0546
1687,0.0526,0.0532,0.0551
1688,0.0529,0.0524,0.054
1689,0.047,0.0395,0.0403
1690,0.0267,0.0265,0.0267
1691,0.0171,0.0245,0.0246
1692,0.0185,0.0247,0.0249
1693,0.0175,0.0249,0.025
1694,0.0182,0.0261,0.0265
1695,0.0172,0.026,0.0263
1696,0.022,0.0353,0.036
1697,0.0342,0.0578,0.0592
1698,0.0555,0.0621,0.0625
1699,0.0652,0.0687,0.0645
1700,0.0748,0.069,0.0644
1701,0.0741,0.0667,0.0639
1702,0.0644,0.0638,0.0623
1703,0.0561,0.0592,0.0601
1704,0.0504,0.0585,0.0605
1705,0.0514,0.0539,0.0558
1706,0.048,0.054,0.056
1707,0.0497,0.0537,0.0558
1708,0.0504,0.053,0.055
1709,0.0498,0.0527,0.0548
1710,0.0524,0.0526,0.0546
1711,0.0526,0.0532,0.0551
1712,0.0529,0.0524,0.054
1713,0.047,0.0395,0.0403
1714,0.0267,0.0265,0.0267
1715,0.0171,0.0245,0.0246
1716,0.0185,0.0247,0.0249
1717,0.0175,0.0249,0.025
1718,0.0182,0.0261,0.0265
1719,0.0172,0.026,0.0263
1720,0.022,0.0353,0.036
1721,0.0342,0.0578,0.0592
1722,0.0555,0.0621,0.0625
1723,0.0652,0.0687,0.0645
1724,0.0748,0.069,0.0644
1725,0.0741,0.0667,0.0639
1726,0.0644,0.0638,0.0623
1727,0.0561,0.0592,0.0601
1728,0.0504,0.0585,0.0605
1729,0.0514,0.0539,0.0558
1730,0.048,0.054,0.056
1731,0.0497,0.0537,0.0558
1732,0.0504,0.053,0.055
1733,0.0498,0.0527,0.0548
1734,0.0524,0.0526,0.0546
1735,0.0526,0.0532,0.0551
1736,0.0529,0.0524,0.054
1737,0.047,0.0395,0.0403
1738,0.0267,0.0265,0.0267
1739,0.0171,0.0245,0.0246
