,pge_ecr,sce_ecr,sdge_ecr
4668,0.0509,0.0104,0.0096
4669,0.0508,0.0058,0.0059
4670,0.0501,0.0038,0.0036
4671,0.0538,0.0022,0.0023
4672,0.065,0.0019,0.002
4673,0.0831,0.0043,0.0044
4674,0.2259,0.0131,0.0134
4675,0.2413,0.0578,0.0595
4676,0.2396,0.0651,0.0654
4677,0.1435,0.0864,0.0863
4678,0.0963,0.0634,0.0625
4679,0.0841,0.0552,0.0555
4680,0.0553,0.052,0.0534
4681,0.0544,0.0505,0.0521
4682,0.0516,0.046,0.0478
4683,0.0521,0.0474,0.0492
4684,0.0505,0.0452,0.0469
4685,0.0502,0.0447,0.0464
4686,0.0507,0.0475,0.0493
4687,0.0528,0.0475,0.0492
4688,0.0538,0.0297,0.0302
4689,0.0506,0.0129,0.0124
4690,0.05,0.0093,0.0087
4691,0.0503,0.0114,0.0104
4692,0.0509,0.0104,0.0096
4693,0.0508,0.0058,0.0059
4694,0.0501,0.0038,0.0036
4695,0.0538,0.0022,0.0023
4696,0.065,0.0019,0.002
4697,0.0831,0.0043,0.0044
4698,0.2259,0.0131,0.0134
4699,0.2413,0.0578,0.0595
4700,0.2396,0.0651,0.0654
4701,0.1435,0.0864,0.0863
4702,0.0963,0.0634,0.0625
4703,0.0841,0.0552,0.0555
4704,0.0553,0.052,0.0534
4705,0.0544,0.0505,0.0521
4706,0.0516,0.046,0.0478
4707,0.0521,0.0474,0.0492
4708,0.0505,0.0452,0.0469
4709,0.0502,0.0447,0.0464
4710,0.0507,0.0475,0.0493
4711,0.0528,0.0475,0.0492
4712,0.0538,0.0297,0.0302
4713,0.0506,0.0129,0.0124
4714,0.05,0.0093,0.0087
4715,0.0503,0.0114,0.0104
4716,0.0509,0.0104,0.0096
4717,0.0508,0.0058,0.0059
4718,0.0501,0.0038,0.0036
4719,0.0538,0.0022,0.0023
4720,0.065,0.0019,0.002
4721,0.0831,0.0043,0.0044
4722,0.2259,0.0131,0.0134
4723,0.2413,0.0578,0.0595
4724,0.2396,0.0651,0.0654
4725,0.1435,0.0864,0.0863
4726,0.0963,0.0634,0.0625
4727,0.0841,0.0552,0.0555
4728,0.0553,0.052,0.0534
4729,0.0544,0.0505,0.0521
4730,0.0516,0.046,0.0478
4731,0.0521,0.0474,0.0492
4732,0.0505,0.0452,0.0469
4733,0.0502,0.0447,0.0464
4734,0.0507,0.0475,0.0493
4735,0.0528,0.0475,0.0492
4736,0.0538,0.0297,0.0302
4737,0.0506,0.0129,0.0124
4738,0.05,0.0093,0.0087
4739,0.0503,0.0114,0.0104
4740,0.0509,0.0104,0.0096
4741,0.0508,0.0058,0.0059
4742,0.0501,0.0038,0.0036
4743,0.0538,0.0022,0.0023
4744,0.065,0.0019,0.002
4745,0.0831,0.0043,0.0044
4746,0.2259,0.0131,0.0134
4747,0.2413,0.0578,0.0595
4748,0.2396,0.0651,0.0654
4749,0.1435,0.0864,0.0863
4750,0.0963,0.0634,0.0625
4751,0.0841,0.0552,0.0555
4752,0.0553,0.052,0.0534
4753,0.0544,0.0505,0.0521
4754,0.0516,0.046,0.0478
4755,0.0521,0.0474,0.0492
4756,0.0505,0.0452,0.0469
4757,0.0502,0.0447,0.0464
4758,0.0507,0.0475,0.0493
4759,0.0528,0.0475,0.0492
4760,0.0538,0.0297,0.0302
4761,0.0506,0.0129,0.0124
4762,0.05,0.0093,0.0087
4763,0.0503,0.0114,0.0104
4764,0.0509,0.0104,0.0096
4765,0.0508,0.0058,0.0059
4766,0.0501,0.0038,0.0036
4767,0.0538,0.0022,0.0023
4768,0.065,0.0019,0.002
4769,0.0831,0.0043,0.0044
4770,0.2259,0.0131,0.0134
4771,0.2413,0.0578,0.0595
4772,0.2396,0.0651,0.0654
4773,0.1435,0.0864,0.0863
4774,0.0963,0.0634,0.0625
4775,0.0841,0.0552,0.0555
4776,0.0553,0.052,0.0534
4777,0.0544,0.0505,0.0521
4778,0.0516,0.046,0.0478
4779,0.0521,0.0474,0.0492
4780,0.0505,0.0452,0.0469
4781,0.0502,0.0447,0.0464
4782,0.0507,0.0475,0.0493
4783,0.0528,0.0475,0.0492
4784,0.0538,0.0297,0.0302
4785,0.0506,0.0129,0.0124
4786,0.05,0.0093,0.0087
4787,0.0503,0.0114,0.0104
4788,0.0509,0.0104,0.0096
4789,0.0508,0.0058,0.0059
4790,0.0501,0.0038,0.0036
4791,0.0538,0.0022,0.0023
4792,0.065,0.0019,0.002
4793,0.0831,0.0043,0.0044
4794,0.2259,0.0131,0.0134
4795,0.2413,0.0578,0.0595
4796,0.2396,0.0651,0.0654
4797,0.1435,0.0864,0.0863
4798,0.0963,0.0634,0.0625
4799,0.0841,0.0552,0.0555
4800,0.0553,0.052,0.0534
4801,0.0544,0.0505,0.0521
4802,0.0516,0.046,0.0478
4803,0.0521,0.0474,0.0492
4804,0.0505,0.0452,0.0469
4805,0.0502,0.0447,0.0464
4806,0.0507,0.0475,0.0493
4807,0.0528,0.0475,0.0492
4808,0.0538,0.0297,0.0302
4809,0.0506,0.0129,0.0124
4810,0.05,0.0093,0.0087
4811,0.0503,0.0114,0.0104
4812,0.0509,0.0104,0.0096
4813,0.0508,0.0058,0.0059
4814,0.0501,0.0038,0.0036
4815,0.0538,0.0022,0.0023
4816,0.065,0.0019,0.002
4817,0.0831,0.0043,0.0044
4818,0.2259,0.0131,0.0134
4819,0.2413,0.0578,0.0595
4820,0.2396,0.0651,0.0654
4821,0.1435,0.0864,0.0863
4822,0.0963,0.0634,0.0625
4823,0.0841,0.0552,0.0555
4824,0.0553,0.052,0.0534
4825,0.0544,0.0505,0.0521
4826,0.0516,0.046,0.0478
4827,0.0521,0.0474,0.0492
4828,0.0505,0.0452,0.0469
4829,0.0502,0.0447,0.0464
4830,0.0507,0.0475,0.0493
4831,0.0528,0.0475,0.0492
4832,0.0538,0.0297,0.0302
4833,0.0506,0.0129,0.0124
4834,0.05,0.0093,0.0087
4835,0.0503,0.0114,0.0104
4836,0.0509,0.0104,0.0096
4837,0.0508,0.0058,0.0059
4838,0.0501,0.0038,0.0036
4839,0.0538,0.0022,0.0023
4840,0.065,0.0019,0.002
4841,0.0831,0.0043,0.0044
4842,0.2259,0.0131,0.0134
4843,0.2413,0.0578,0.0595
4844,0.2396,0.0651,0.0654
4845,0.1435,0.0864,0.0863
4846,0.0963,0.0634,0.0625
4847,0.0841,0.0552,0.0555
4848,0.0553,0.052,0.0534
4849,0.0544,0.0505,0.0521
4850,0.0516,0.046,0.0478
4851,0.0521,0.0474,0.0492
4852,0.0505,0.0452,0.0469
4853,0.0502,0.0447,0.0464
4854,0.0507,0.0475,0.0493
4855,0.0528,0.0475,0.0492
4856,0.0538,0.0297,0.0302
4857,0.0506,0.0129,0.0124
4858,0.05,0.0093,0.0087
4859,0.0503,0.0114,0.0104
4860,0.0509,0.0104,0.0096
4861,0.0508,0.0058,0.0059
4862,0.0501,0.0038,0.0036
4863,0.0538,0.0022,0.0023
4864,0.065,0.0019,0.002
4865,0.0831,0.0043,0.0044
4866,0.2259,0.0131,0.0134
4867,0.2413,0.0578,0.0595
4868,0.2396,0.0651,0.0654
4869,0.1435,0.0864,0.0863
4870,0.0963,0.0634,0.0625
4871,0.0841,0.0552,0.0555
4872,0.0553,0.052,0.0534
4873,0.0544,0.0505,0.0521
4874,0.0516,0.046,0.0478
4875,0.0521,0.0474,0.0492
4876,0.0505,0.0452,0.0469
4877,0.0502,0.0447,0.0464
4878,0.0507,0.0475,0.0493
4879,0.0528,0.0475,0.0492
4880,0.0538,0.0297,0.0302
4881,0.0506,0.0129,0.0124
4882,0.05,0.0093,0.0087
4883,0.0503,0.0114,0.0104
4884,0.0509,0.0104,0.0096
4885,0.0508,0.0058,0.0059
4886,0.0501,0.0038,0.0036
4887,0.0538,0.0022,0.0023
4888,0.065,0.0019,0.002
4889,0.0831,0.0043,0.0044
4890,0.2259,0.0131,0.0134
4891,0.2413,0.0578,0.0595
4892,0.2396,0.0651,0.0654
4893,0.1435,0.0864,0.0863
4894,0.0963,0.0634,0.0625
4895,0.0841,0.0552,0.0555
4896,0.0553,0.052,0.0534
4897,0.0544,0.0505,0.0521
4898,0.0516,0.046,0.0478
4899,0.0521,0.0474,0.0492
4900,0.0505,0.0452,0.0469
4901,0.0502,0.0447,0.0464
4902,0.0507,0.0475,0.0493
4903,0.0528,0.0475,0.0492
4904,0.0538,0.0297,0.0302
4905,0.0506,0.0129,0.0124
4906,0.05,0.0093,0.0087
4907,0.0503,0.0114,0.0104
4908,0.0509,0.0104,0.0096
4909,0.0508,0.0058,0.0059
4910,0.0501,0.0038,0.0036
4911,0.0538,0.0022,0.0023
4912,0.065,0.0019,0.002
4913,0.0831,0.0043,0.0044
4914,0.2259,0.0131,0.0134
4915,0.2413,0.0578,0.0595
4916,0.2396,0.0651,0.0654
4917,0.1435,0.0864,0.0863
4918,0.0963,0.0634,0.0625
4919,0.0841,0.0552,0.0555
4920,0.0553,0.052,0.0534
4921,0.0544,0.0505,0.0521
4922,0.0516,0.046,0.0478
4923,0.0521,0.0474,0.0492
4924,0.0505,0.0452,0.0469
4925,0.0502,0.0447,0.0464
4926,0.0507,0.0475,0.0493
4927,0.0528,0.0475,0.0492
4928,0.0538,0.0297,0.0302
4929,0.0506,0.0129,0.0124
4930,0.05,0.0093,0.0087
4931,0.0503,0.0114,0.0104
4932,0.0509,0.0104,0.0096
4933,0.0508,0.0058,0.0059
4934,0.0501,0.0038,0.0036
4935,0.0538,0.0022,0.0023
4936,0.065,0.0019,0.002
4937,0.0831,0.0043,0.0044
4938,0.2259,0.0131,0.0134
4939,0.2413,0.0578,0.0595
4940,0.2396,0.0651,0.0654
4941,0.1435,0.0864,0.0863
4942,0.0963,0.0634,0.0625
4943,0.0841,0.0552,0.0555
4944,0.0553,0.052,0.0534
4945,0.0544,0.0505,0.0521
4946,0.0516,0.046,0.0478
4947,0.0521,0.0474,0.0492
4948,0.0505,0.0452,0.0469
4949,0.0502,0.0447,0.0464
4950,0.0507,0.0475,0.0493
4951,0.0528,0.0475,0.0492
4952,0.0538,0.0297,0.0302
4953,0.0506,0.0129,0.0124
4954,0.05,0.0093,0.0087
4955,0.0503,0.0114,0.0104
4956,0.0509,0.0104,0.0096
4957,0.0508,0.0058,0.0059
4958,0.0501,0.0038,0.0036
4959,0.0538,0.0022,0.0023
4960,0.065,0.0019,0.002
4961,0.0831,0.0043,0.0044
4962,0.2259,0.0131,0.0134
4963,0.2413,0.0578,0.0595
4964,0.2396,0.0651,0.0654
4965,0.1435,0.0864,0.0863
4966,0.0963,0.0634,0.0625
4967,0.0841,0.0552,0.0555
4968,0.0553,0.052,0.0534
4969,0.0544,0.0505,0.0521
4970,0.0516,0.046,0.0478
4971,0.0521,0.0474,0.0492
4972,0.0505,0.0452,0.0469
4973,0.0502,0.0447,0.0464
4974,0.0507,0.0475,0.0493
4975,0.0528,0.0475,0.0492
4976,0.0538,0.0297,0.0302
4977,0.0506,0.0129,0.0124
4978,0.05,0.0093,0.0087
4979,0.0503,0.0114,0.0104
4980,0.0509,0.0104,0.0096
4981,0.0508,0.0058,0.0059
4982,0.0501,0.0038,0.0036
4983,0.0538,0.0022,0.0023
4984,0.065,0.0019,0.002
4985,0.0831,0.0043,0.0044
4986,0.2259,0.0131,0.0134
4987,0.2413,0.0578,0.0595
4988,0.2396,0.0651,0.0654
4989,0.1435,0.0864,0.0863
4990,0.0963,0.0634,0.0625
4991,0.0841,0.0552,0.0555
4992,0.0553,0.052,0.0534
4993,0.0544,0.0505,0.0521
4994,0.0516,0.046,0.0478
4995,0.0521,0.0474,0.0492
4996,0.0505,0.0452,0.0469
4997,0.0502,0.0447,0.0464
4998,0.0507,0.0475,0.0493
4999,0.0528,0.0475,0.0492
5000,0.0538,0.0297,0.0302
5001,0.0506,0.0129,0.0124
5002,0.05,0.0093,0.0087
5003,0.0503,0.0114,0.0104
5004,0.0509,0.0104,0.0096
5005,0.0508,0.0058,0.0059
5006,0.0501,0.0038,0.0036
5007,0.0538,0.0022,0.0023
5008,0.065,0.0019,0.002
5009,0.0831,0.0043,0.0044
5010,0.2259,0.0131,0.0134
5011,0.2413,0.0578,0.0595
5012,0.2396,0.0651,0.0654
5013,0.1435,0.0864,0.0863
5014,0.0963,0.0634,0.0625
5015,0.0841,0.0552,0.0555
5016,0.0553,0.052,0.0534
5017,0.0544,0.0505,0.0521
5018,0.0516,0.046,0.0478
5019,0.0521,0.0474,0.0492
5020,0.0505,0.0452,0.0469
5021,0.0502,0.0447,0.0464
5022,0.0507,0.0475,0.0493
5023,0.0528,0.0475,0.0492
5024,0.0538,0.0297,0.0302
5025,0.0506,0.0129,0.0124
5026,0.05,0.0093,0.0087
5027,0.0503,0.0114,0.0104
5028,0.0509,0.0104,0.0096
5029,0.0508,0.0058,0.0059
5030,0.0501,0.0038,0.0036
5031,0.0538,0.0022,0.0023
5032,0.065,0.0019,0.002
5033,0.0831,0.0043,0.0044
5034,0.2259,0.0131,0.0134
5035,0.2413,0.0578,0.0595
5036,0.2396,0.0651,0.0654
5037,0.1435,0.0864,0.0863
5038,0.0963,0.0634,0.0625
5039,0.0841,0.0552,0.0555
5040,0.0553,0.052,0.0534
5041,0.0544,0.0505,0.0521
5042,0.0516,0.046,0.0478
5043,0.0521,0.0474,0.0492
5044,0.0505,0.0452,0.0469
5045,0.0502,0.0447,0.0464
5046,0.0507,0.0475,0.0493
5047,0.0528,0.0475,0.0492
5048,0.0538,0.0297,0.0302
5049,0.0506,0.0129,0.0124
5050,0.05,0.0093,0.0087
5051,0.0503,0.0114,0.0104
5052,0.0509,0.0104,0.0096
5053,0.0508,0.0058,0.0059
5054,0.0501,0.0038,0.0036
5055,0.0538,0.0022,0.0023
5056,0.065,0.0019,0.002
5057,0.0831,0.0043,0.0044
5058,0.2259,0.0131,0.0134
5059,0.2413,0.0578,0.0595
5060,0.2396,0.0651,0.0654
5061,0.1435,0.0864,0.0863
5062,0.0963,0.0634,0.0625
5063,0.0841,0.0552,0.0555
5064,0.0553,0.052,0.0534
5065,0.0544,0.0505,0.0521
5066,0.0516,0.046,0.0478
5067,0.0521,0.0474,0.0492
5068,0.0505,0.0452,0.0469
5069,0.0502,0.0447,0.0464
5070,0.0507,0.0475,0.0493
5071,0.0528,0.0475,0.0492
5072,0.0538,0.0297,0.0302
5073,0.0506,0.0129,0.0124
5074,0.05,0.0093,0.0087
5075,0.0503,0.0114,0.0104
5076,0.0509,0.0104,0.0096
5077,0.0508,0.0058,0.0059
5078,0.0501,0.0038,0.0036
5079,0.0538,0.0022,0.0023
5080,0.065,0.0019,0.002
5081,0.0831,0.0043,0.0044
5082,0.2259,0.0131,0.0134
5083,0.2413,0.0578,0.0595
5084,0.2396,0.0651,0.0654
5085,0.1435,0.0864,0.0863
5086,0.0963,0.0634,0.0625
5087,0.0841,0.0552,0.0555
5088,0.0553,0.052,0.0534
5089,0.0607,0.0473,0.049
5090,0.0538,0.0436,0.0452
5091,0.0533,0.0423,0.0439
5092,0.0528,0.0424,0.0439
5093,0.0525,0.0427,0.0443
5094,0.053,0.0434,0.045
5095,0.0527,0.0438,0.0452
5096,0.0547,0.0389,0.0391
5097,0.0564,0.0179,0.0156
5098,0.0552,0.0103,0.0075
5099,0.0551,0.0136,0.0095
5100,0.0553,0.0132,0.0102
5101,0.0557,0.0077,0.0059
5102,0.056,0.0072,0.0047
5103,0.0605,0.0045,0.0021
5104,0.1178,0.004,0.0028
5105,0.1339,0.0118,0.0116
5106,0.3178,0.0298,0.03
5107,0.5031,0.0645,0.0662
5108,0.731,0.0755,0.0777
5109,0.3411,0.0882,0.0897
5110,0.2811,0.073,0.0726
5111,0.1909,0.0596,0.061
5112,0.0611,0.0543,0.0561
5113,0.0607,0.0473,0.049
5114,0.0538,0.0436,0.0452
5115,0.0533,0.0423,0.0439
5116,0.0528,0.0424,0.0439
5117,0.0525,0.0427,0.0443
5118,0.053,0.0434,0.045
5119,0.0527,0.0438,0.0452
5120,0.0547,0.0389,0.0391
5121,0.0564,0.0179,0.0156
5122,0.0552,0.0103,0.0075
5123,0.0551,0.0136,0.0095
5124,0.0553,0.0132,0.0102
5125,0.0557,0.0077,0.0059
5126,0.056,0.0072,0.0047
5127,0.0605,0.0045,0.0021
5128,0.1178,0.004,0.0028
5129,0.1339,0.0118,0.0116
5130,0.3178,0.0298,0.03
5131,0.5031,0.0645,0.0662
5132,0.731,0.0755,0.0777
5133,0.3411,0.0882,0.0897
5134,0.2811,0.073,0.0726
5135,0.1909,0.0596,0.061
5136,0.0611,0.0543,0.0561
5137,0.0607,0.0473,0.049
5138,0.0538,0.0436,0.0452
5139,0.0533,0.0423,0.0439
5140,0.0528,0.0424,0.0439
5141,0.0525,0.0427,0.0443
5142,0.053,0.0434,0.045
5143,0.0527,0.0438,0.0452
5144,0.0547,0.0389,0.0391
5145,0.0564,0.0179,0.0156
5146,0.0552,0.0103,0.0075
5147,0.0551,0.0136,0.0095
5148,0.0553,0.0132,0.0102
5149,0.0557,0.0077,0.0059
5150,0.056,0.0072,0.0047
5151,0.0605,0.0045,0.0021
5152,0.1178,0.004,0.0028
5153,0.1339,0.0118,0.0116
5154,0.3178,0.0298,0.03
5155,0.5031,0.0645,0.0662
5156,0.731,0.0755,0.0777
5157,0.3411,0.0882,0.0897
5158,0.2811,0.073,0.0726
5159,0.1909,0.0596,0.061
5160,0.0611,0.0543,0.0561
5161,0.0607,0.0473,0.049
5162,0.0538,0.0436,0.0452
5163,0.0533,0.0423,0.0439
5164,0.0528,0.0424,0.0439
5165,0.0525,0.0427,0.0443
5166,0.053,0.0434,0.045
5167,0.0527,0.0438,0.0452
5168,0.0547,0.0389,0.0391
5169,0.0564,0.0179,0.0156
5170,0.0552,0.0103,0.0075
5171,0.0551,0.0136,0.0095
5172,0.0553,0.0132,0.0102
5173,0.0557,0.0077,0.0059
5174,0.056,0.0072,0.0047
5175,0.0605,0.0045,0.0021
5176,0.1178,0.004,0.0028
5177,0.1339,0.0118,0.0116
5178,0.3178,0.0298,0.03
5179,0.5031,0.0645,0.0662
5180,0.731,0.0755,0.0777
5181,0.3411,0.0882,0.0897
5182,0.2811,0.073,0.0726
5183,0.1909,0.0596,0.061
5184,0.0611,0.0543,0.0561
5185,0.0607,0.0473,0.049
5186,0.0538,0.0436,0.0452
5187,0.0533,0.0423,0.0439
5188,0.0528,0.0424,0.0439
5189,0.0525,0.0427,0.0443
5190,0.053,0.0434,0.045
5191,0.0527,0.0438,0.0452
5192,0.0547,0.0389,0.0391
5193,0.0564,0.0179,0.0156
5194,0.0552,0.0103,0.0075
5195,0.0551,0.0136,0.0095
5196,0.0553,0.0132,0.0102
5197,0.0557,0.0077,0.0059
5198,0.056,0.0072,0.0047
5199,0.0605,0.0045,0.0021
5200,0.1178,0.004,0.0028
5201,0.1339,0.0118,0.0116
5202,0.3178,0.0298,0.03
5203,0.5031,0.0645,0.0662
5204,0.731,0.0755,0.0777
5205,0.3411,0.0882,0.0897
5206,0.2811,0.073,0.0726
5207,0.1909,0.0596,0.061
5208,0.0611,0.0543,0.0561
5209,0.0607,0.0473,0.049
5210,0.0538,0.0436,0.0452
5211,0.0533,0.0423,0.0439
5212,0.0528,0.0424,0.0439
5213,0.0525,0.0427,0.0443
5214,0.053,0.0434,0.045
5215,0.0527,0.0438,0.0452
5216,0.0547,0.0389,0.0391
5217,0.0564,0.0179,0.0156
5218,0.0552,0.0103,0.0075
5219,0.0551,0.0136,0.0095
5220,0.0553,0.0132,0.0102
5221,0.0557,0.0077,0.0059
5222,0.056,0.0072,0.0047
5223,0.0605,0.0045,0.0021
5224,0.1178,0.004,0.0028
5225,0.1339,0.0118,0.0116
5226,0.3178,0.0298,0.03
5227,0.5031,0.0645,0.0662
5228,0.731,0.0755,0.0777
5229,0.3411,0.0882,0.0897
5230,0.2811,0.073,0.0726
5231,0.1909,0.0596,0.061
5232,0.0611,0.0543,0.0561
5233,0.0607,0.0473,0.049
5234,0.0538,0.0436,0.0452
5235,0.0533,0.0423,0.0439
5236,0.0528,0.0424,0.0439
5237,0.0525,0.0427,0.0443
5238,0.053,0.0434,0.045
5239,0.0527,0.0438,0.0452
5240,0.0547,0.0389,0.0391
5241,0.0564,0.0179,0.0156
5242,0.0552,0.0103,0.0075
5243,0.0551,0.0136,0.0095
5244,0.0553,0.0132,0.0102
5245,0.0557,0.0077,0.0059
5246,0.056,0.0072,0.0047
5247,0.0605,0.0045,0.0021
5248,0.1178,0.004,0.0028
5249,0.1339,0.0118,0.0116
5250,0.3178,0.0298,0.03
5251,0.5031,0.0645,0.0662
5252,0.731,0.0755,0.0777
5253,0.3411,0.0882,0.0897
5254,0.2811,0.073,0.0726
5255,0.1909,0.0596,0.061
5256,0.0611,0.0543,0.0561
5257,0.0607,0.0473,0.049
5258,0.0538,0.0436,0.0452
5259,0.0533,0.0423,0.0439
5260,0.0528,0.0424,0.0439
5261,0.0525,0.0427,0.0443
5262,0.053,0.0434,0.045
5263,0.0527,0.0438,0.0452
5264,0.0547,0.0389,0.0391
5265,0.0564,0.0179,0.0156
5266,0.0552,0.0103,0.0075
5267,0.0551,0.0136,0.0095
5268,0.0553,0.0132,0.0102
5269,0.0557,0.0077,0.0059
5270,0.056,0.0072,0.0047
5271,0.0605,0.0045,0.0021
5272,0.1178,0.004,0.0028
5273,0.1339,0.0118,0.0116
5274,0.3178,0.0298,0.03
5275,0.5031,0.0645,0.0662
5276,0.731,0.0755,0.0777
5277,0.3411,0.0882,0.0897
5278,0.2811,0.073,0.0726
5279,0.1909,0.0596,0.061
5280,0.0611,0.0543,0.0561
5281,0.0607,0.0473,0.049
5282,0.0538,0.0436,0.0452
5283,0.0533,0.0423,0.0439
5284,0.0528,0.0424,0.0439
5285,0.0525,0.0427,0.0443
5286,0.053,0.0434,0.045
5287,0.0527,0.0438,0.0452
5288,0.0547,0.0389,0.0391
5289,0.0564,0.0179,0.0156
5290,0.0552,0.0103,0.0075
5291,0.0551,0.0136,0.0095
5292,0.0553,0.0132,0.0102
5293,0.0557,0.0077,0.0059
5294,0.056,0.0072,0.0047
5295,0.0605,0.0045,0.0021
5296,0.1178,0.004,0.0028
5297,0.1339,0.0118,0.0116
5298,0.3178,0.0298,0.03
5299,0.5031,0.0645,0.0662
5300,0.731,0.0755,0.0777
5301,0.3411,0.0882,0.0897
5302,0.2811,0.073,0.0726
5303,0.1909,0.0596,0.061
5304,0.0611,0.0543,0.0561
5305,0.0607,0.0473,0.049
5306,0.0538,0.0436,0.0452
5307,0.0533,0.0423,0.0439
5308,0.0528,0.0424,0.0439
5309,0.0525,0.0427,0.0443
5310,0.053,0.0434,0.045
5311,0.0527,0.0438,0.0452
5312,0.0547,0.0389,0.0391
5313,0.0564,0.0179,0.0156
5314,0.0552,0.0103,0.0075
5315,0.0551,0.0136,0.0095
5316,0.0553,0.0132,0.0102
5317,0.0557,0.0077,0.0059
5318,0.056,0.0072,0.0047
5319,0.0605,0.0045,0.0021
5320,0.1178,0.004,0.0028
5321,0.1339,0.0118,0.0116
5322,0.3178,0.0298,0.03
5323,0.5031,0.0645,0.0662
5324,0.731,0.0755,0.0777
5325,0.3411,0.0882,0.0897
5326,0.2811,0.073,0.0726
5327,0.1909,0.0596,0.061
5328,0.0611,0.0543,0.0561
5329,0.0607,0.0473,0.049
5330,0.0538,0.0436,0.0452
5331,0.0533,0.0423,0.0439
5332,0.0528,0.0424,0.0439
5333,0.0525,0.0427,0.0443
5334,0.053,0.0434,0.045
5335,0.0527,0.0438,0.0452
5336,0.0547,0.0389,0.0391
5337,0.0564,0.0179,0.0156
5338,0.0552,0.0103,0.0075
5339,0.0551,0.0136,0.0095
5340,0.0553,0.0132,0.0102
5341,0.0557,0.0077,0.0059
5342,0.056,0.0072,0.0047
5343,0.0605,0.0045,0.0021
5344,0.1178,0.004,0.0028
5345,0.1339,0.0118,0.0116
5346,0.3178,0.0298,0.03
5347,0.5031,0.0645,0.0662
5348,0.731,0.0755,0.0777
5349,0.3411,0.0882,0.0897
5350,0.2811,0.073,0.0726
5351,0.1909,0.0596,0.061
5352,0.0611,0.0543,0.0561
5353,0.0607,0.0473,0.049
5354,0.0538,0.0436,0.0452
5355,0.0533,0.0423,0.0439
5356,0.0528,0.0424,0.0439
5357,0.0525,0.0427,0.0443
5358,0.053,0.0434,0.045
5359,0.0527,0.0438,0.0452
5360,0.0547,0.0389,0.0391
5361,0.0564,0.0179,0.0156
5362,0.0552,0.0103,0.0075
5363,0.0551,0.0136,0.0095
5364,0.0553,0.0132,0.0102
5365,0.0557,0.0077,0.0059
5366,0.056,0.0072,0.0047
5367,0.0605,0.0045,0.0021
5368,0.1178,0.004,0.0028
5369,0.1339,0.0118,0.0116
5370,0.3178,0.0298,0.03
5371,0.5031,0.0645,0.0662
5372,0.731,0.0755,0.0777
5373,0.3411,0.0882,0.0897
5374,0.2811,0.073,0.0726
5375,0.1909,0.0596,0.061
5376,0.0611,0.0543,0.0561
5377,0.0607,0.0473,0.049
5378,0.0538,0.0436,0.0452
5379,0.0533,0.0423,0.0439
5380,0.0528,0.0424,0.0439
5381,0.0525,0.0427,0.0443
5382,0.053,0.0434,0.045
5383,0.0527,0.0438,0.0452
5384,0.0547,0.0389,0.0391
5385,0.0564,0.0179,0.0156
5386,0.0552,0.0103,0.0075
5387,0.0551,0.0136,0.0095
5388,0.0553,0.0132,0.0102
5389,0.0557,0.0077,0.0059
5390,0.056,0.0072,0.0047
5391,0.0605,0.0045,0.0021
5392,0.1178,0.004,0.0028
5393,0.1339,0.0118,0.0116
5394,0.3178,0.0298,0.03
5395,0.5031,0.0645,0.0662
5396,0.731,0.0755,0.0777
5397,0.3411,0.0882,0.0897
5398,0.2811,0.073,0.0726
5399,0.1909,0.0596,0.061
5400,0.0611,0.0543,0.0561
5401,0.0607,0.0473,0.049
5402,0.0538,0.0436,0.0452
5403,0.0533,0.0423,0.0439
5404,0.0528,0.0424,0.0439
5405,0.0525,0.0427,0.0443
5406,0.053,0.0434,0.045
5407,0.0527,0.0438,0.0452
5408,0.0547,0.0389,0.0391
5409,0.0564,0.0179,0.0156
5410,0.0552,0.0103,0.0075
5411,0.0551,0.0136,0.0095
5412,0.0553,0.0132,0.0102
5413,0.0557,0.0077,0.0059
5414,0.056,0.0072,0.0047
5415,0.0605,0.0045,0.0021
5416,0.1178,0.004,0.0028
5417,0.1339,0.0118,0.0116
5418,0.3178,0.0298,0.03
5419,0.5031,0.0645,0.0662
5420,0.731,0.0755,0.0777
5421,0.3411,0.0882,0.0897
5422,0.2811,0.073,0.0726
5423,0.1909,0.0596,0.061
5424,0.0611,0.0543,0.0561
5425,0.0607,0.0473,0.049
5426,0.0538,0.0436,0.0452
5427,0.0533,0.0423,0.0439
5428,0.0528,0.0424,0.0439
5429,0.0525,0.0427,0.0443
5430,0.053,0.0434,0.045
5431,0.0527,0.0438,0.0452
5432,0.0547,0.0389,0.0391
5433,0.0564,0.0179,0.0156
5434,0.0552,0.0103,0.0075
5435,0.0551,0.0136,0.0095
5436,0.0553,0.0132,0.0102
5437,0.0557,0.0077,0.0059
5438,0.056,0.0072,0.0047
5439,0.0605,0.0045,0.0021
5440,0.1178,0.004,0.0028
5441,0.1339,0.0118,0.0116
5442,0.3178,0.0298,0.03
5443,0.5031,0.0645,0.0662
5444,0.731,0.0755,0.0777
5445,0.3411,0.0882,0.0897
5446,0.2811,0.073,0.0726
5447,0.1909,0.0596,0.061
5448,0.0611,0.0543,0.0561
5449,0.0607,0.0473,0.049
5450,0.0538,0.0436,0.0452
5451,0.0533,0.0423,0.0439
5452,0.0528,0.0424,0.0439
5453,0.0525,0.0427,0.0443
5454,0.053,0.0434,0.045
5455,0.0527,0.0438,0.0452
5456,0.0547,0.0389,0.0391
